data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2024-02-04,202406,51.0,17,182,5,0.9999337,1982.8927,0,3,521305320240619768,2024-02-15,0.0,2.5966253,2572.0,22.3,82.4472402,0,1,2,81.7351194,81.0229992,22.3,22.3,,,,,,47
2024-01-28,202405,35.0,24,63,21,0.9999904,1360.8087,0,4,521305320240519768,2024-02-15,0.0,4.2546372,2572.0,22.4285714285714,80.6155614285714,0,1,2,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,47
2024-01-21,202404,19.0,16,28,16,0.9999127,738.72473,0,1,521305320240419768,2024-02-15,0.0,6.677006,2572.0,22.8571428571429,83.437763,0,1,2,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,47
2024-01-14,202403,3.0,2,7,2,0.8243167,116.64075,0,1,521305320240319768,2024-02-15,0.0,2.331315,2572.0,22.625,75.302707875,0,0,0,72.773421875,70.24414175,23.1875,23.75,,,,,,47
2024-01-07,202402,2.0,2,2,2,0.8178776,77.7605,0,1,521305320240219768,2024-02-15,0.0,2.6706016,2572.0,21.7142857142857,87.0944164285714,1,0,0,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,47
2023-12-31,202401,1.0,1,1,1,0.8145292,38.88025,0,1,521305320240119768,2024-02-15,0.0,3.3788157,2572.0,21.375,91.4545975,1,0,0,90.47780375,89.50101125,21.4375,21.5,,,,,,47
