Ano;dia;Semana;Chave
2017;24/08/2017;34;201734
2017;25/08/2017;34;201734
2017;26/08/2017;34;201734
2017;27/08/2017;35;201735
2017;28/08/2017;35;201735
2017;29/08/2017;35;201735
2017;30/08/2017;35;201735
2017;31/08/2017;35;201735
2017;01/09/2017;35;201735
2017;02/09/2017;35;201735
2017;03/09/2017;36;201736
2017;04/09/2017;36;201736
2017;05/09/2017;36;201736
2017;06/09/2017;36;201736
2017;07/09/2017;36;201736
2017;08/09/2017;36;201736
2017;09/09/2017;36;201736
2017;10/09/2017;37;201737
2017;11/09/2017;37;201737
2017;12/09/2017;37;201737
2017;13/09/2017;37;201737
2017;14/09/2017;37;201737
2017;15/09/2017;37;201737
2017;16/09/2017;37;201737
2017;17/09/2017;38;201738
2017;18/09/2017;38;201738
2017;19/09/2017;38;201738
2017;20/09/2017;38;201738
2017;21/09/2017;38;201738
2017;22/09/2017;38;201738
2017;23/09/2017;38;201738
2017;24/09/2017;39;201739
2017;25/09/2017;39;201739
2017;26/09/2017;39;201739
2017;27/09/2017;39;201739
2017;28/09/2017;39;201739
2017;29/09/2017;39;201739
2017;30/09/2017;39;201739
2017;01/10/2017;40;201740
2017;02/10/2017;40;201740
2017;03/10/2017;40;201740
2017;04/10/2017;40;201740
2017;05/10/2017;40;201740
2017;06/10/2017;40;201740
2017;07/10/2017;40;201740
2017;08/10/2017;41;201741
2017;09/10/2017;41;201741
2017;10/10/2017;41;201741
2017;11/10/2017;41;201741
2017;12/10/2017;41;201741
2017;13/10/2017;41;201741
2017;14/10/2017;41;201741
2017;15/10/2017;42;201742
2017;16/10/2017;42;201742
2017;17/10/2017;42;201742
2017;18/10/2017;42;201742
2017;19/10/2017;42;201742
2017;20/10/2017;42;201742
2017;21/10/2017;42;201742
2017;22/10/2017;43;201743
2017;23/10/2017;43;201743
2017;24/10/2017;43;201743
2017;25/10/2017;43;201743
2017;26/10/2017;43;201743
2017;27/10/2017;43;201743
2017;28/10/2017;43;201743
2017;29/10/2017;44;201744
2017;30/10/2017;44;201744
2017;31/10/2017;44;201744
2017;01/11/2017;44;201744
2017;02/11/2017;44;201744
2017;03/11/2017;44;201744
2017;04/11/2017;44;201744
2017;05/11/2017;45;201745
2017;06/11/2017;45;201745
2017;07/11/2017;45;201745
2017;08/11/2017;45;201745
2017;09/11/2017;45;201745
2017;10/11/2017;45;201745
2017;11/11/2017;45;201745
2017;12/11/2017;46;201746
2017;13/11/2017;46;201746
2017;14/11/2017;46;201746
2017;15/11/2017;46;201746
2017;16/11/2017;46;201746
2017;17/11/2017;46;201746
2017;18/11/2017;46;201746
2017;19/11/2017;47;201747
2017;20/11/2017;47;201747
2017;21/11/2017;47;201747
2017;22/11/2017;47;201747
2017;23/11/2017;47;201747
2017;24/11/2017;47;201747
2017;25/11/2017;47;201747
2017;26/11/2017;48;201748
2017;27/11/2017;48;201748
2017;28/11/2017;48;201748
2017;29/11/2017;48;201748
2017;30/11/2017;48;201748
2017;01/12/2017;48;201748
2017;02/12/2017;48;201748
2017;03/12/2017;49;201749
2017;04/12/2017;49;201749
2017;05/12/2017;49;201749
2017;06/12/2017;49;201749
2017;07/12/2017;49;201749
2017;08/12/2017;49;201749
2017;09/12/2017;49;201749
2017;10/12/2017;50;201750
2017;11/12/2017;50;201750
2017;12/12/2017;50;201750
2017;13/12/2017;50;201750
2017;14/12/2017;50;201750
2017;15/12/2017;50;201750
2017;16/12/2017;50;201750
2017;17/12/2017;51;201751
2017;18/12/2017;51;201751
2017;19/12/2017;51;201751
2017;20/12/2017;51;201751
2017;21/12/2017;51;201751
2017;22/12/2017;51;201751
2017;23/12/2017;51;201751
2017;24/12/2017;52;201752
2017;25/12/2017;52;201752
2017;26/12/2017;52;201752
2017;27/12/2017;52;201752
2017;28/12/2017;52;201752
2017;29/12/2017;52;201752
2017;30/12/2017;52;201752
2018;31/12/2017;1;201801
2018;01/01/2018;1;201801
2018;02/01/2018;1;201801
2018;03/01/2018;1;201801
2018;04/01/2018;1;201801
2018;05/01/2018;1;201801
2018;06/01/2018;1;201801
2018;07/01/2018;2;201802
2018;08/01/2018;2;201802
2018;09/01/2018;2;201802
2018;10/01/2018;2;201802
2018;11/01/2018;2;201802
2018;12/01/2018;2;201802
2018;13/01/2018;2;201802
2018;14/01/2018;3;201803
2018;15/01/2018;3;201803
2018;16/01/2018;3;201803
2018;17/01/2018;3;201803
2018;18/01/2018;3;201803
2018;19/01/2018;3;201803
2018;20/01/2018;3;201803
2018;21/01/2018;4;201804
2018;22/01/2018;4;201804
2018;23/01/2018;4;201804
2018;24/01/2018;4;201804
2018;25/01/2018;4;201804
2018;26/01/2018;4;201804
2018;27/01/2018;4;201804
2018;28/01/2018;5;201805
2018;29/01/2018;5;201805
2018;30/01/2018;5;201805
2018;31/01/2018;5;201805
2018;01/02/2018;5;201805
2018;02/02/2018;5;201805
2018;03/02/2018;5;201805
2018;04/02/2018;6;201806
2018;05/02/2018;6;201806
2018;06/02/2018;6;201806
2018;07/02/2018;6;201806
2018;08/02/2018;6;201806
2018;09/02/2018;6;201806
2018;10/02/2018;6;201806
2018;11/02/2018;7;201807
2018;12/02/2018;7;201807
2018;13/02/2018;7;201807
2018;14/02/2018;7;201807
2018;15/02/2018;7;201807
2018;16/02/2018;7;201807
2018;17/02/2018;7;201807
2018;18/02/2018;8;201808
2018;19/02/2018;8;201808
2018;20/02/2018;8;201808
2018;21/02/2018;8;201808
2018;22/02/2018;8;201808
2018;23/02/2018;8;201808
2018;24/02/2018;8;201808
2018;25/02/2018;9;201809
2018;26/02/2018;9;201809
2018;27/02/2018;9;201809
2018;28/02/2018;9;201809
2018;01/03/2018;9;201809
2018;02/03/2018;9;201809
2018;03/03/2018;9;201809
2018;04/03/2018;10;201810
2018;05/03/2018;10;201810
2018;06/03/2018;10;201810
2018;07/03/2018;10;201810
2018;08/03/2018;10;201810
2018;09/03/2018;10;201810
2018;10/03/2018;10;201810
2018;11/03/2018;11;201811
2018;12/03/2018;11;201811
2018;13/03/2018;11;201811
2018;14/03/2018;11;201811
2018;15/03/2018;11;201811
2018;16/03/2018;11;201811
2018;17/03/2018;11;201811
2018;18/03/2018;12;201812
2018;19/03/2018;12;201812
2018;20/03/2018;12;201812
2018;21/03/2018;12;201812
2018;22/03/2018;12;201812
2018;23/03/2018;12;201812
2018;24/03/2018;12;201812
2018;25/03/2018;13;201813
2018;26/03/2018;13;201813
2018;27/03/2018;13;201813
2018;28/03/2018;13;201813
2018;29/03/2018;13;201813
2018;30/03/2018;13;201813
2018;31/03/2018;13;201813
2018;01/04/2018;14;201814
2018;02/04/2018;14;201814
2018;03/04/2018;14;201814
2018;04/04/2018;14;201814
2018;05/04/2018;14;201814
2018;06/04/2018;14;201814
2018;07/04/2018;14;201814
2018;08/04/2018;15;201815
2018;09/04/2018;15;201815
2018;10/04/2018;15;201815
2018;11/04/2018;15;201815
2018;12/04/2018;15;201815
2018;13/04/2018;15;201815
2018;14/04/2018;15;201815
2018;15/04/2018;16;201816
2018;16/04/2018;16;201816
2018;17/04/2018;16;201816
2018;18/04/2018;16;201816
2018;19/04/2018;16;201816
2018;20/04/2018;16;201816
2018;21/04/2018;16;201816
2018;22/04/2018;17;201817
2018;23/04/2018;17;201817
2018;24/04/2018;17;201817
2018;25/04/2018;17;201817
2018;26/04/2018;17;201817
2018;27/04/2018;17;201817
2018;28/04/2018;17;201817
2018;29/04/2018;18;201818
2018;30/04/2018;18;201818
2018;01/05/2018;18;201818
2018;02/05/2018;18;201818
2018;03/05/2018;18;201818
2018;04/05/2018;18;201818
2018;05/05/2018;18;201818
2018;06/05/2018;19;201819
2018;07/05/2018;19;201819
2018;08/05/2018;19;201819
2018;09/05/2018;19;201819
2018;10/05/2018;19;201819
2018;11/05/2018;19;201819
2018;12/05/2018;19;201819
2018;13/05/2018;20;201820
2018;14/05/2018;20;201820
2018;15/05/2018;20;201820
2018;16/05/2018;20;201820
2018;17/05/2018;20;201820
2018;18/05/2018;20;201820
2018;19/05/2018;20;201820
2018;20/05/2018;21;201821
2018;21/05/2018;21;201821
2018;22/05/2018;21;201821
2018;23/05/2018;21;201821
2018;24/05/2018;21;201821
2018;25/05/2018;21;201821
2018;26/05/2018;21;201821
2018;27/05/2018;22;201822
2018;28/05/2018;22;201822
2018;29/05/2018;22;201822
2018;30/05/2018;22;201822
2018;31/05/2018;22;201822
2018;01/06/2018;22;201822
2018;02/06/2018;22;201822
2018;03/06/2018;23;201823
2018;04/06/2018;23;201823
2018;05/06/2018;23;201823
2018;06/06/2018;23;201823
2018;07/06/2018;23;201823
2018;08/06/2018;23;201823
2018;09/06/2018;23;201823
2018;10/06/2018;24;201824
2018;11/06/2018;24;201824
2018;12/06/2018;24;201824
2018;13/06/2018;24;201824
2018;14/06/2018;24;201824
2018;15/06/2018;24;201824
2018;16/06/2018;24;201824
2018;17/06/2018;25;201825
2018;18/06/2018;25;201825
2018;19/06/2018;25;201825
2018;20/06/2018;25;201825
2018;21/06/2018;25;201825
2018;22/06/2018;25;201825
2018;23/06/2018;25;201825
2018;24/06/2018;26;201826
2018;25/06/2018;26;201826
2018;26/06/2018;26;201826
2018;27/06/2018;26;201826
2018;28/06/2018;26;201826
2018;29/06/2018;26;201826
2018;30/06/2018;26;201826
2018;01/07/2018;27;201827
2018;02/07/2018;27;201827
2018;03/07/2018;27;201827
2018;04/07/2018;27;201827
2018;05/07/2018;27;201827
2018;06/07/2018;27;201827
2018;07/07/2018;27;201827
2018;08/07/2018;28;201828
2018;09/07/2018;28;201828
2018;10/07/2018;28;201828
2018;11/07/2018;28;201828
2018;12/07/2018;28;201828
2018;13/07/2018;28;201828
2018;14/07/2018;28;201828
2018;15/07/2018;29;201829
2018;16/07/2018;29;201829
2018;17/07/2018;29;201829
2018;18/07/2018;29;201829
2018;19/07/2018;29;201829
2018;20/07/2018;29;201829
2018;21/07/2018;29;201829
2018;22/07/2018;30;201830
2018;23/07/2018;30;201830
2018;24/07/2018;30;201830
2018;25/07/2018;30;201830
2018;26/07/2018;30;201830
2018;27/07/2018;30;201830
2018;28/07/2018;30;201830
2018;29/07/2018;31;201831
2018;30/07/2018;31;201831
2018;31/07/2018;31;201831
2018;01/08/2018;31;201831
2018;02/08/2018;31;201831
2018;03/08/2018;31;201831
2018;04/08/2018;31;201831
2018;05/08/2018;32;201832
2018;06/08/2018;32;201832
2018;07/08/2018;32;201832
2018;08/08/2018;32;201832
2018;09/08/2018;32;201832
2018;10/08/2018;32;201832
2018;11/08/2018;32;201832
2018;12/08/2018;33;201833
2018;13/08/2018;33;201833
2018;14/08/2018;33;201833
2018;15/08/2018;33;201833
2018;16/08/2018;33;201833
2018;17/08/2018;33;201833
2018;18/08/2018;33;201833
2018;19/08/2018;34;201834
2018;20/08/2018;34;201834
2018;21/08/2018;34;201834
2018;22/08/2018;34;201834
2018;23/08/2018;34;201834
2018;24/08/2018;34;201834
2018;25/08/2018;34;201834
2018;26/08/2018;35;201835
2018;27/08/2018;35;201835
2018;28/08/2018;35;201835
2018;29/08/2018;35;201835
2018;30/08/2018;35;201835
2018;31/08/2018;35;201835
2018;01/09/2018;35;201835
2018;02/09/2018;36;201836
2018;03/09/2018;36;201836
2018;04/09/2018;36;201836
2018;05/09/2018;36;201836
2018;06/09/2018;36;201836
2018;07/09/2018;36;201836
2018;08/09/2018;36;201836
2018;09/09/2018;37;201837
2018;10/09/2018;37;201837
2018;11/09/2018;37;201837
2018;12/09/2018;37;201837
2018;13/09/2018;37;201837
2018;14/09/2018;37;201837
2018;15/09/2018;37;201837
2018;16/09/2018;38;201838
2018;17/09/2018;38;201838
2018;18/09/2018;38;201838
2018;19/09/2018;38;201838
2018;20/09/2018;38;201838
2018;21/09/2018;38;201838
2018;22/09/2018;38;201838
2018;23/09/2018;39;201839
2018;24/09/2018;39;201839
2018;25/09/2018;39;201839
2018;26/09/2018;39;201839
2018;27/09/2018;39;201839
2018;28/09/2018;39;201839
2018;29/09/2018;39;201839
2018;30/09/2018;40;201840
2018;01/10/2018;40;201840
2018;02/10/2018;40;201840
2018;03/10/2018;40;201840
2018;04/10/2018;40;201840
2018;05/10/2018;40;201840
2018;06/10/2018;40;201840
2018;07/10/2018;41;201841
2018;08/10/2018;41;201841
2018;09/10/2018;41;201841
2018;10/10/2018;41;201841
2018;11/10/2018;41;201841
2018;12/10/2018;41;201841
2018;13/10/2018;41;201841
2018;14/10/2018;42;201842
2018;15/10/2018;42;201842
2018;16/10/2018;42;201842
2018;17/10/2018;42;201842
2018;18/10/2018;42;201842
2018;19/10/2018;42;201842
2018;20/10/2018;42;201842
2018;21/10/2018;43;201843
2018;22/10/2018;43;201843
2018;23/10/2018;43;201843
2018;24/10/2018;43;201843
2018;25/10/2018;43;201843
2018;26/10/2018;43;201843
2018;27/10/2018;43;201843
2018;28/10/2018;44;201844
2018;29/10/2018;44;201844
2018;30/10/2018;44;201844
2018;31/10/2018;44;201844
2018;01/11/2018;44;201844
2018;02/11/2018;44;201844
2018;03/11/2018;44;201844
2018;04/11/2018;45;201845
2018;05/11/2018;45;201845
2018;06/11/2018;45;201845
2018;07/11/2018;45;201845
2018;08/11/2018;45;201845
2018;09/11/2018;45;201845
2018;10/11/2018;45;201845
2018;11/11/2018;46;201846
2018;12/11/2018;46;201846
2018;13/11/2018;46;201846
2018;14/11/2018;46;201846
2018;15/11/2018;46;201846
2018;16/11/2018;46;201846
2018;17/11/2018;46;201846
2018;18/11/2018;47;201847
2018;19/11/2018;47;201847
2018;20/11/2018;47;201847
2018;21/11/2018;47;201847
2018;22/11/2018;47;201847
2018;23/11/2018;47;201847
2018;24/11/2018;47;201847
2018;25/11/2018;48;201848
2018;26/11/2018;48;201848
2018;27/11/2018;48;201848
2018;28/11/2018;48;201848
2018;29/11/2018;48;201848
2018;30/11/2018;48;201848
2018;01/12/2018;48;201848
2018;02/12/2018;49;201849
2018;03/12/2018;49;201849
2018;04/12/2018;49;201849
2018;05/12/2018;49;201849
2018;06/12/2018;49;201849
2018;07/12/2018;49;201849
2018;08/12/2018;49;201849
2018;09/12/2018;50;201850
2018;10/12/2018;50;201850
2018;11/12/2018;50;201850
2018;12/12/2018;50;201850
2018;13/12/2018;50;201850
2018;14/12/2018;50;201850
2018;15/12/2018;50;201850
2018;16/12/2018;51;201851
2018;17/12/2018;51;201851
2018;18/12/2018;51;201851
2018;19/12/2018;51;201851
2018;20/12/2018;51;201851
2018;21/12/2018;51;201851
2018;22/12/2018;51;201851
2018;23/12/2018;52;201852
2018;24/12/2018;52;201852
2018;25/12/2018;52;201852
2018;26/12/2018;52;201852
2018;27/12/2018;52;201852
2018;28/12/2018;52;201852
2018;29/12/2018;52;201852
2019;30/12/2018;1;201901
2019;31/12/2018;1;201901
2019;01/01/2019;1;201901
2019;02/01/2019;1;201901
2019;03/01/2019;1;201901
2019;04/01/2019;1;201901
2019;05/01/2019;1;201901
2019;06/01/2019;2;201902
2019;07/01/2019;2;201902
2019;08/01/2019;2;201902
2019;09/01/2019;2;201902
2019;10/01/2019;2;201902
2019;11/01/2019;2;201902
2019;12/01/2019;2;201902
2019;13/01/2019;3;201903
2019;14/01/2019;3;201903
2019;15/01/2019;3;201903
2019;16/01/2019;3;201903
2019;17/01/2019;3;201903
2019;18/01/2019;3;201903
2019;19/01/2019;3;201903
2019;20/01/2019;4;201904
2019;21/01/2019;4;201904
2019;22/01/2019;4;201904
2019;23/01/2019;4;201904
2019;24/01/2019;4;201904
2019;25/01/2019;4;201904
2019;26/01/2019;4;201904
2019;27/01/2019;5;201905
2019;28/01/2019;5;201905
2019;29/01/2019;5;201905
2019;30/01/2019;5;201905
2019;31/01/2019;5;201905
2019;01/02/2019;5;201905
2019;02/02/2019;5;201905
2019;03/02/2019;6;201906
2019;04/02/2019;6;201906
2019;05/02/2019;6;201906
2019;06/02/2019;6;201906
2019;07/02/2019;6;201906
2019;08/02/2019;6;201906
2019;09/02/2019;6;201906
2019;10/02/2019;7;201907
2019;11/02/2019;7;201907
2019;12/02/2019;7;201907
2019;13/02/2019;7;201907
2019;14/02/2019;7;201907
2019;15/02/2019;7;201907
2019;16/02/2019;7;201907
2019;17/02/2019;8;201908
2019;18/02/2019;8;201908
2019;19/02/2019;8;201908
2019;20/02/2019;8;201908
2019;21/02/2019;8;201908
2019;22/02/2019;8;201908
2019;23/02/2019;8;201908
2019;24/02/2019;9;201909
2019;25/02/2019;9;201909
2019;26/02/2019;9;201909
2019;27/02/2019;9;201909
2019;28/02/2019;9;201909
2019;01/03/2019;9;201909
2019;02/03/2019;9;201909
2019;03/03/2019;10;201910
2019;04/03/2019;10;201910
2019;05/03/2019;10;201910
2019;06/03/2019;10;201910
2019;07/03/2019;10;201910
2019;08/03/2019;10;201910
2019;09/03/2019;10;201910
2019;10/03/2019;11;201911
2019;11/03/2019;11;201911
2019;12/03/2019;11;201911
2019;13/03/2019;11;201911
2019;14/03/2019;11;201911
2019;15/03/2019;11;201911
2019;16/03/2019;11;201911
2019;17/03/2019;12;201912
2019;18/03/2019;12;201912
2019;19/03/2019;12;201912
2019;20/03/2019;12;201912
2019;21/03/2019;12;201912
2019;22/03/2019;12;201912
2019;23/03/2019;12;201912
2019;24/03/2019;13;201913
2019;25/03/2019;13;201913
2019;26/03/2019;13;201913
2019;27/03/2019;13;201913
2019;28/03/2019;13;201913
2019;29/03/2019;13;201913
2019;30/03/2019;13;201913
2019;31/03/2019;14;201914
2019;01/04/2019;14;201914
2019;02/04/2019;14;201914
2019;03/04/2019;14;201914
2019;04/04/2019;14;201914
2019;05/04/2019;14;201914
2019;06/04/2019;14;201914
2019;07/04/2019;15;201915
2019;08/04/2019;15;201915
2019;09/04/2019;15;201915
2019;10/04/2019;15;201915
2019;11/04/2019;15;201915
2019;12/04/2019;15;201915
2019;13/04/2019;15;201915
2019;14/04/2019;16;201916
2019;15/04/2019;16;201916
2019;16/04/2019;16;201916
2019;17/04/2019;16;201916
2019;18/04/2019;16;201916
2019;19/04/2019;16;201916
2019;20/04/2019;16;201916
2019;21/04/2019;17;201917
2019;22/04/2019;17;201917
2019;23/04/2019;17;201917
2019;24/04/2019;17;201917
2019;25/04/2019;17;201917
2019;26/04/2019;17;201917
2019;27/04/2019;17;201917
2019;28/04/2019;18;201918
2019;29/04/2019;18;201918
2019;30/04/2019;18;201918
2019;01/05/2019;18;201918
2019;02/05/2019;18;201918
2019;03/05/2019;18;201918
2019;04/05/2019;18;201918
2019;05/05/2019;19;201919
2019;06/05/2019;19;201919
2019;07/05/2019;19;201919
2019;08/05/2019;19;201919
2019;09/05/2019;19;201919
2019;10/05/2019;19;201919
2019;11/05/2019;19;201919
2019;12/05/2019;20;201920
2019;13/05/2019;20;201920
2019;14/05/2019;20;201920
2019;15/05/2019;20;201920
2019;16/05/2019;20;201920
2019;17/05/2019;20;201920
2019;18/05/2019;20;201920
2019;19/05/2019;21;201921
2019;20/05/2019;21;201921
2019;21/05/2019;21;201921
2019;22/05/2019;21;201921
2019;23/05/2019;21;201921
2019;24/05/2019;21;201921
2019;25/05/2019;21;201921
2019;26/05/2019;22;201922
2019;27/05/2019;22;201922
2019;28/05/2019;22;201922
2019;29/05/2019;22;201922
2019;30/05/2019;22;201922
2019;31/05/2019;22;201922
2019;01/06/2019;22;201922
2019;02/06/2019;23;201923
2019;03/06/2019;23;201923
2019;04/06/2019;23;201923
2019;05/06/2019;23;201923
2019;06/06/2019;23;201923
2019;07/06/2019;23;201923
2019;08/06/2019;23;201923
2019;09/06/2019;24;201924
2019;10/06/2019;24;201924
2019;11/06/2019;24;201924
2019;12/06/2019;24;201924
2019;13/06/2019;24;201924
2019;14/06/2019;24;201924
2019;15/06/2019;24;201924
2019;16/06/2019;25;201925
2019;17/06/2019;25;201925
2019;18/06/2019;25;201925
2019;19/06/2019;25;201925
2019;20/06/2019;25;201925
2019;21/06/2019;25;201925
2019;22/06/2019;25;201925
2019;23/06/2019;26;201926
2019;24/06/2019;26;201926
2019;25/06/2019;26;201926
2019;26/06/2019;26;201926
2019;27/06/2019;26;201926
2019;28/06/2019;26;201926
2019;29/06/2019;26;201926
2019;30/06/2019;27;201927
2019;01/07/2019;27;201927
2019;02/07/2019;27;201927
2019;03/07/2019;27;201927
2019;04/07/2019;27;201927
2019;05/07/2019;27;201927
2019;06/07/2019;27;201927
2019;07/07/2019;28;201928
2019;08/07/2019;28;201928
2019;09/07/2019;28;201928
2019;10/07/2019;28;201928
2019;11/07/2019;28;201928
2019;12/07/2019;28;201928
2019;13/07/2019;28;201928
2019;14/07/2019;29;201929
2019;15/07/2019;29;201929
2019;16/07/2019;29;201929
2019;17/07/2019;29;201929
2019;18/07/2019;29;201929
2019;19/07/2019;29;201929
2019;20/07/2019;29;201929
2019;21/07/2019;30;201930
2019;22/07/2019;30;201930
2019;23/07/2019;30;201930
2019;24/07/2019;30;201930
2019;25/07/2019;30;201930
2019;26/07/2019;30;201930
2019;27/07/2019;30;201930
2019;28/07/2019;31;201931
2019;29/07/2019;31;201931
2019;30/07/2019;31;201931
2019;31/07/2019;31;201931
2019;01/08/2019;31;201931
2019;02/08/2019;31;201931
2019;03/08/2019;31;201931
2019;04/08/2019;32;201932
2019;05/08/2019;32;201932
2019;06/08/2019;32;201932
2019;07/08/2019;32;201932
2019;08/08/2019;32;201932
2019;09/08/2019;32;201932
2019;10/08/2019;32;201932
2019;11/08/2019;33;201933
2019;12/08/2019;33;201933
2019;13/08/2019;33;201933
2019;14/08/2019;33;201933
2019;15/08/2019;33;201933
2019;16/08/2019;33;201933
2019;17/08/2019;33;201933
2019;18/08/2019;34;201934
2019;19/08/2019;34;201934
2019;20/08/2019;34;201934
2019;21/08/2019;34;201934
2019;22/08/2019;34;201934
2019;23/08/2019;34;201934
2019;24/08/2019;34;201934
2019;25/08/2019;35;201935
2019;26/08/2019;35;201935
2019;27/08/2019;35;201935
2019;28/08/2019;35;201935
2019;29/08/2019;35;201935
2019;30/08/2019;35;201935
2019;31/08/2019;35;201935
2019;01/09/2019;36;201936
2019;02/09/2019;36;201936
2019;03/09/2019;36;201936
2019;04/09/2019;36;201936
2019;05/09/2019;36;201936
2019;06/09/2019;36;201936
2019;07/09/2019;36;201936
2019;08/09/2019;37;201937
2019;09/09/2019;37;201937
2019;10/09/2019;37;201937
2019;11/09/2019;37;201937
2019;12/09/2019;37;201937
2019;13/09/2019;37;201937
2019;14/09/2019;37;201937
2019;15/09/2019;38;201938
2019;16/09/2019;38;201938
2019;17/09/2019;38;201938
2019;18/09/2019;38;201938
2019;19/09/2019;38;201938
2019;20/09/2019;38;201938
2019;21/09/2019;38;201938
2019;22/09/2019;39;201939
2019;23/09/2019;39;201939
2019;24/09/2019;39;201939
2019;25/09/2019;39;201939
2019;26/09/2019;39;201939
2019;27/09/2019;39;201939
2019;28/09/2019;39;201939
2019;29/09/2019;40;201940
2019;30/09/2019;40;201940
2019;01/10/2019;40;201940
2019;02/10/2019;40;201940
2019;03/10/2019;40;201940
2019;04/10/2019;40;201940
2019;05/10/2019;40;201940
2019;06/10/2019;41;201941
2019;07/10/2019;41;201941
2019;08/10/2019;41;201941
2019;09/10/2019;41;201941
2019;10/10/2019;41;201941
2019;11/10/2019;41;201941
2019;12/10/2019;41;201941
2019;13/10/2019;42;201942
2019;14/10/2019;42;201942
2019;15/10/2019;42;201942
2019;16/10/2019;42;201942
2019;17/10/2019;42;201942
2019;18/10/2019;42;201942
2019;19/10/2019;42;201942
2019;20/10/2019;43;201943
2019;21/10/2019;43;201943
2019;22/10/2019;43;201943
2019;23/10/2019;43;201943
2019;24/10/2019;43;201943
2019;25/10/2019;43;201943
2019;26/10/2019;43;201943
2019;27/10/2019;44;201944
2019;28/10/2019;44;201944
2019;29/10/2019;44;201944
2019;30/10/2019;44;201944
2019;31/10/2019;44;201944
2019;01/11/2019;44;201944
2019;02/11/2019;44;201944
2019;03/11/2019;45;201945
2019;04/11/2019;45;201945
2019;05/11/2019;45;201945
2019;06/11/2019;45;201945
2019;07/11/2019;45;201945
2019;08/11/2019;45;201945
2019;09/11/2019;45;201945
2019;10/11/2019;46;201946
2019;11/11/2019;46;201946
2019;12/11/2019;46;201946
2019;13/11/2019;46;201946
2019;14/11/2019;46;201946
2019;15/11/2019;46;201946
2019;16/11/2019;46;201946
2019;17/11/2019;47;201947
2019;18/11/2019;47;201947
2019;19/11/2019;47;201947
2019;20/11/2019;47;201947
2019;21/11/2019;47;201947
2019;22/11/2019;47;201947
2019;23/11/2019;47;201947
2019;24/11/2019;48;201948
2019;25/11/2019;48;201948
2019;26/11/2019;48;201948
2019;27/11/2019;48;201948
2019;28/11/2019;48;201948
2019;29/11/2019;48;201948
2019;30/11/2019;48;201948
2019;01/12/2019;49;201949
2019;02/12/2019;49;201949
2019;03/12/2019;49;201949
2019;04/12/2019;49;201949
2019;05/12/2019;49;201949
2019;06/12/2019;49;201949
2019;07/12/2019;49;201949
2019;08/12/2019;50;201950
2019;09/12/2019;50;201950
2019;10/12/2019;50;201950
2019;11/12/2019;50;201950
2019;12/12/2019;50;201950
2019;13/12/2019;50;201950
2019;14/12/2019;50;201950
2019;15/12/2019;51;201951
2019;16/12/2019;51;201951
2019;17/12/2019;51;201951
2019;18/12/2019;51;201951
2019;19/12/2019;51;201951
2019;20/12/2019;51;201951
2019;21/12/2019;51;201951
2019;22/12/2019;52;201952
2019;23/12/2019;52;201952
2019;24/12/2019;52;201952
2019;25/12/2019;52;201952
2019;26/12/2019;52;201952
2019;27/12/2019;52;201952
2019;28/12/2019;52;201952
2020;29/12/2019;1;202001
2020;30/12/2019;1;202001
2020;31/12/2019;1;202001
2020;01/01/2020;1;202001
2020;02/01/2020;1;202001
2020;03/01/2020;1;202001
2020;04/01/2020;1;202001
2020;05/01/2020;2;202002
2020;06/01/2020;2;202002
2020;07/01/2020;2;202002
2020;08/01/2020;2;202002
2020;09/01/2020;2;202002
2020;10/01/2020;2;202002
2020;11/01/2020;2;202002
2020;12/01/2020;3;202003
2020;13/01/2020;3;202003
2020;14/01/2020;3;202003
2020;15/01/2020;3;202003
2020;16/01/2020;3;202003
2020;17/01/2020;3;202003
2020;18/01/2020;3;202003
2020;19/01/2020;4;202004
2020;20/01/2020;4;202004
2020;21/01/2020;4;202004
2020;22/01/2020;4;202004
2020;23/01/2020;4;202004
2020;24/01/2020;4;202004
2020;25/01/2020;4;202004
2020;26/01/2020;5;202005
2020;27/01/2020;5;202005
2020;28/01/2020;5;202005
2020;29/01/2020;5;202005
2020;30/01/2020;5;202005
2020;31/01/2020;5;202005
2020;01/02/2020;5;202005
2020;02/02/2020;6;202006
2020;03/02/2020;6;202006
2020;04/02/2020;6;202006
2020;05/02/2020;6;202006
2020;06/02/2020;6;202006
2020;07/02/2020;6;202006
2020;08/02/2020;6;202006
2020;09/02/2020;7;202007
2020;10/02/2020;7;202007
2020;11/02/2020;7;202007
2020;12/02/2020;7;202007
2020;13/02/2020;7;202007
2020;14/02/2020;7;202007
2020;15/02/2020;7;202007
2020;16/02/2020;8;202008
2020;17/02/2020;8;202008
2020;18/02/2020;8;202008
2020;19/02/2020;8;202008
2020;20/02/2020;8;202008
2020;21/02/2020;8;202008
2020;22/02/2020;8;202008
2020;23/02/2020;9;202009
2020;24/02/2020;9;202009
2020;25/02/2020;9;202009
2020;26/02/2020;9;202009
2020;27/02/2020;9;202009
2020;28/02/2020;9;202009
2020;29/02/2020;9;202009
2020;01/03/2020;10;202010
2020;02/03/2020;10;202010
2020;03/03/2020;10;202010
2020;04/03/2020;10;202010
2020;05/03/2020;10;202010
2020;06/03/2020;10;202010
2020;07/03/2020;10;202010
2020;08/03/2020;11;202011
2020;09/03/2020;11;202011
2020;10/03/2020;11;202011
2020;11/03/2020;11;202011
2020;12/03/2020;11;202011
