SE;id;Cod_cidade;cods_ride.local;cods_ride.Cod estacao;casos_est;casos_est_min;casos_est_max;casos;p_rt1;p_inc100k;nivel;Rt;pop;receptivo;transmissao;nivel_inc;Sum of historico_inmet.Sum of PRECIPITA?€O TOTAL, HORæRIO (mm);Sum of historico_inmet.Average of TEMPERATURA DO AR - BULBO SECO, HORARIA (›C);Sum of historico_inmet.Average of TEMPERATURA MæXIMA NA HORA ANT. (AUT) (›C);Sum of historico_inmet.Average of TEMPERATURA M™NIMA NA HORA ANT. (AUT) (›C);Sum of historico_inmet.Average of UMIDADE RELATIVA DO AR, HORARIA (%)
202242;520530720224219684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;23,49166667;24,37380952;22,62261905;42,73214286
202227;520530720222719684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,5;23;21,9;46,33333333
202226;520530720222619684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,22743902;18,17682927;16,17682927;59,03658537
202225;520530720222519684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,11796407;19,11017964;17,16347305;59,82634731
202224;520530720222419684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,23214286;20,20238095;18,34285714;63,86309524
202223;520530720222319684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,70119048;19,64880952;17,7172619;58,88690476
202222;520530720222219684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,33392857;20,33452381;18,28630952;52,70238095
202221;520530720222119684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,98511905;18,76547619;17,18333333;63,98809524
202220;520530720222019684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,0797619;18,06845238;16,1172619;65,28571429
202219;520530720221919684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,63809524;20,46607143;18,80833333;64,73809524
202214;520530720221419684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,72694611;22,66526946;20,77365269;64,28742515
202213;520530720221319684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,88554217;22,73373494;21,00120482;66,09036145
202212;520530720221219684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,15714286;21,92619048;20,3672619;76,35119048
202137;520530720213719684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;24,03952096;25,05568862;23,03473054;29
202136;520530720213619684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;24,81219512;25,81656442;23,6993865;23,75342466
202134;520530720213419684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,6813253;22,70180723;20,72048193;26,21212121
202133;520530720213319684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,85059524;20,71190476;18,92083333;29,52173913
202132;520530720213219684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,4797619;20,51071429;18,38214286;29,83870968
202131;520530720213119684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,6748503;18,61736527;16,75269461;33,4375
202130;520530720213019684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,23952096;19,31916168;17,18622754;34,2195122
202129;520530720212919684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,93113772;19,90838323;17,9257485;35,95238095
202128;520530720212819684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,09820359;19,12814371;16,93952096;37,61538462
202127;520530720212719684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;16,98452381;18,00714286;15,93095238;37,02380952
202126;520530720212619684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;16,41616766;17,39580838;15,41257485;39,53658537
202125;520530720212519684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,70892857;19,57857143;17,7297619;41,33333333
202123;520530720212319684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,04761905;19,9047619;18,22916667;46,18309859
202122;520530720212219684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,54166667;20,39821429;18,67261905;44,85526316
202121;520530720212119684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,36964286;21,29345238;19,5297619;51,31506849
202120;520530720212019684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,0547619;19,98928571;18,11785714;45,91666667
202119;520530720211919684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,67440476;19,50119048;17,88630952;46,46052632
202115;520530720211519684;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,31130952;21,1297619;19,56904762;57,01176471
202051;520530720205119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,5952381;23,55595238;21,66428571;43,93181818
202040;520530720204019589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;24,58562874;25,64251497;23,49401198;23,03658537
202038;520530720203819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,58452381;23,5922619;21,67321429;28,93589744
202037;520530720203719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,14107143;22,23988095;19,97619048;28,2987013
202036;520530720203619589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,92797619;21,83035714;19,95297619;32,70886076
202035;520530720203519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,45297619;21,41785714;19,5047619;35,525
202034;520530720203419589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,95059524;22,93452381;20,98928571;37,92391304
202032;520530720203219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,25595238;17,96071429;16,6547619;37,52702703
202031;520530720203119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,20238095;19,03035714;17,39821429;38,2967033
202030;520530720203019589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,47844311;18,3988024;16,51976048;45,11594203
202029;520530720202919589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,91904762;18,8547619;17,00357143;39,05263158
202027;520530720202719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,75595238;19,62797619;17,84702381;42,99065421
202026;520530720202619589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,07797619;18,95238095;17,20119048;47,00952381
202024;520530720202419589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,99702381;19,83154762;18,18809524;53,84
202023;520530720202319589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,73630952;19,55357143;17,84047619;65,81203008
202020;520530720202019589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,00178571;19,72678571;18,32738095;69,86060606
202001;520530720200119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,01964286;21,71904762;20,38392857;41,95348837
201952;520530720195219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,90833333;23,77202381;22,17916667;44,76315789
201951;520530720195119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,77440476;23,63095238;21,90357143;44,53773585
201942;520530720194219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;24,4702381;25,53809524;23,41845238;24,15277778
201938;520530720193819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;24,09702381;25,18928571;22,97916667;23,1097561
201937;520530720193719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,98809524;23,99583333;21,99047619;27,31764706
201936;520530720193619589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;23,01428571;23,94583333;22,08869048;25,90322581
201935;520530720193519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,09821429;21,93809524;20,29107143;32,9625
201934;520530720193419589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,81071429;22,71845238;20,9172619;29,73809524
201933;520530720193319589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,29702381;20,27619048;18,36071429;34,24390244
201932;520530720193219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,97065868;19,8005988;18,16826347;41,27272727
201931;520530720193119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,22440476;21,19166667;19,29047619;36
201929;520530720192919589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,63214286;19,70119048;17,59880952;34,70588235
201928;520530720192819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18;18,86666667;17,15595238;40,08045977
201927;520530720192719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,93053892;19,9508982;17,89341317;42,27272727
201925;520530720192519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,64940476;19,47678571;17,82559524;49,32258065
201904;520530720190419589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,57440476;23,48511905;21,6797619;46,76056338
201839;520530720183919589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;24,13532934;25,0760479;23,08443114;31,84337349
201837;520530720183719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,76130952;22,75535714;20,76190476;29,43902439
201835;520530720183519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,60654762;21,40357143;19,86547619;25,6
201834;520530720183419589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,84761905;21,71309524;20,02619048;28,04504505
201833;520530720183319589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,77857143;20,57738095;18,99702381;35,21014493
201832;520530720183219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,82678571;22,80178571;20,91845238;33,53424658
201831;520530720183119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,21666667;21,29047619;19,15297619;23,4765625
201830;520530720183019589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,47261905;18,44761905;16,5797619;36,04458599
201829;520530720182919589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,94761905;18,91785714;17,06428571;39,96341463
201828;520530720182819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,70416667;20,56190476;18,67916667;28,73913043
201827;520530720182719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,32142857;18,3577381;16,32321429;34,85714286
201826;520530720182619589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,11488095;18,06547619;16,13571429;38,65868263
201825;520530720182519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,38154762;18,17083333;16,53392857;42,39634146
201824;520530720182419589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,06547619;19,95416667;18,16904762;39,0738255
201823;520530720182319589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,69401198;20,56886228;18,84191617;43,36054422
201822;520530720182219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,59642857;18,34880952;16,88214286;45,17241379
201820;520530720182019589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,57619048;20,4422619;18,65178571;45,04964539
201819;520530720181919589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,17380952;19,95059524;18,38333333;48,13291139
201818;520530720181819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,2077381;20,96130952;19,4672619;63,25595238
201807;520530720180719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,60238095;22,4202381;20,83392857;50,30722892
201805;520530720180519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,73392857;21,36309524;20,20178571;64,38690476
201804;520530720180419589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,47142857;22,29821429;20,68630952;48,92261905
201748;520530720174819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,01904762;21,71904762;20,375;29,7394958
201742;520530720174219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;25,0422619;25,95119048;24,18035714;23,41059603
201741;520530720174119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;24,57261905;25,58809524;23,54940476;18,4516129
201739;520530720173919589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,66167665;23,48023952;21,85748503;28,1192053
201738;520530720173819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,76428571;21,57083333;19,96547619;38,62820513
201737;520530720173719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,20297619;21,99166667;20,40535714;36,1474359
201736;520530720173619589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,33035714;21,20595238;19,5547619;37,8447205
201735;520530720173519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,18443114;23,05329341;21,32754491;26,21019108
201734;520530720173419589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,11497006;20,95688623;19,3011976;44,48466258
201733;520530720173319589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,68214286;22,65297619;20,69702381;28,25609756
201732;520530720173219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,52083333;21,49404762;19,50892857;32,89156627
201731;520530720173119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,96904762;18,93988095;16,95595238;40,29268293
201730;520530720173019589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,1327381;17,81964286;16,39583333;45,40963855
201729;520530720172919589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,04371257;18,90838323;17,11856287;37,37951807
201728;520530720172819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,22083333;17,89702381;16,59761905;47,94642857
201727;520530720172719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;16,0375;16,70357143;15,40297619;49,83928571
201726;520530720172619589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,67916667;18,44345238;16,99047619;54,29761905
201725;520530720172519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,0952381;18,87142857;17,28988095;50,58928571
201724;520530720172419589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,98253012;19,84096386;18,20481928;52,01807229
201709;520530720170919589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,1202381;20,73511905;19,50178571;72,5
201708;520530720170819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,62202381;21,39642857;19,92142857;67,875
201707;520530720170719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,83333333;20,3827381;19,3577381;71
201706;520530720170619589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,61607143;21,17440476;20,13511905;70,19047619
201705;520530720170519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,33690476;22,10297619;20,64940476;57,7202381
201703;520530720170319589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,99940476;20,67738095;19,36190476;74,92261905
201648;520530720164819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,30178571;23,12857143;21,525;55,7202381
201637;520530720163719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;23,8422619;24,78511905;22,92083333;27,35365854
201636;520530720163619589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,84107143;23,68869048;21,98095238;32,1626506
201635;520530720163519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,14404762;23,03988095;21,3422619;38,69277108
201633;520530720163319589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,72083333;23,64821429;21,86607143;44,6547619
201632;520530720163219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,82202381;22,87738095;20,72797619;37,12804878
201631;520530720163119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,24464286;19,2047619;17,33690476;51,46987952
201630;520530720163019589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,0797619;19,91190476;18,31488095;48,2994012
201629;520530720162919589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,825;21,88035714;19,71904762;45,08333333
201628;520530720162819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,15535714;21,17797619;19,18869048;42,35714286
201627;520530720162719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,45714286;20,32321429;18,6077381;52,26785714
201625;520530720162519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,8797619;19,65416667;18,10357143;53,5952381
201542;520530720154219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;25,05654762;26,05833333;24,09107143;39,79761905
201541;520530720154119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;25,30714286;26,26428571;24,35238095;29,04166667
201538;520530720153819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;24,575;25,64821429;23,45714286;31,6547619
201537;520530720153719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;23,61785714;24,54464286;22,75892857;43,85119048
201535;520530720153519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,5047619;23,57857143;21,45714286;37,30357143
201534;520530720153419589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,93869048;23,87797619;21,97857143;40,625
201532;520530720153219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,12619048;18,95238095;17,32916667;52,4702381
201531;520530720153119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,73035714;19,7327381;17,65119048;47,0297619
201530;520530720153019589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,3202381;20,23630952;18,43809524;51,79166667
201529;520530720152919589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,16428571;19,1047619;17,2422619;58,61904762
201528;520530720152819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,13095238;19,86071429;18,40714286;62,6547619
201527;520530720152719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,88928571;19,61964286;18,17261905;68,54761905
201525;520530720152519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,46369048;18,17797619;16,79702381;68,44642857
201522;520530720152219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,13809524;19,8202381;18,44940476;73,39285714
201520;520530720152019589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,07738095;19,65892857;18,5577381;77,375
201507;520530720150719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;23,59090909;24,55757576;22,44545455;64,60606061
201506;520530720150619589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;24,01666667;24,48333333;22,21666667;59,33333333
201505;520530720150519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;25,45454545;26,82;24,87;55,27272727
201504;520530720150419589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;23,56296296;24,64303797;22,78987342;68,32098765
201503;520530720150319589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;23,76666667;25,21392405;22,59367089;62,33333333
201502;520530720150219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;26,36666667;27,34102564;25,22307692;51,23076923
201501;520530720150119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;25,04021739;26,01304348;23,92173913;54,05434783
201453;520530720145319589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,01052632;23,06644737;20,98421053;69,76973684
201452;520530720145219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;21,05892857;21,66547619;20,46547619;77,48214286
201451;520530720145119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,06904762;20,71964286;19,5077381;83,08333333
201450;520530720145019589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,0952381;19,5297619;18,69761905;84,50595238
201449;520530720144919589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,60239521;21,26227545;19,98263473;73,76646707
201444;520530720144419589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,15340909;22,96436782;21,36781609;68,03409091
201442;520530720144219589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;25,61309524;26,49345238;24,72619048;26,4047619
201441;520530720144119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,20178571;23,04583333;21,36190476;35,36309524
201440;520530720144019589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;24,20952381;25,11845238;23,43392857;49,32142857
201438;520530720143819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;24,09583333;24,95416667;23,23333333;32,25
201437;520530720143719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;20,84821429;21,66607143;20,0577381;40,58333333
201435;520530720143519589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;22,48511905;23,4327381;21,47380952;37,48214286
201434;520530720143419589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,16666667;20,08452381;18,19583333;46,38095238
201433;520530720143319589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,9;20,76964286;19,04702381;41,64880952
201431;520530720143119589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,57380952;19,39940476;17,81904762;64,86904762
201430;520530720143019589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;19,44285714;20,26964286;18,53809524;59,06547619
201429;520530720142919589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,09583333;19,01904762;17,12321429;59,91071429
201428;520530720142819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,10654762;19,03392857;17,08511905;60,36904762
201427;520530720142719589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,96428571;19,99761905;17,96607143;54,125
201426;520530720142619589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;17,75952381;18,61130952;16,84285714;65,625
201418;520530720141819589;520530;Cavalcante;A024;0;0;0;0;0;0;1;0;97250;0;0;0;0;18,50119048;19,24940476;17,68630952;72,92857143
202224;520790720222419684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;19,23214286;20,20238095;18,34285714;63,86309524
202223;520790720222319684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;18,70119048;19,64880952;17,7172619;58,88690476
202214;520790720221419684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;21,72694611;22,66526946;20,77365269;64,28742515
202213;520790720221319684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;21,88554217;22,73373494;21,00120482;66,09036145
202212;520790720221219684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;21,15714286;21,92619048;20,3672619;76,35119048
202137;520790720213719684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;24,03952096;25,05568862;23,03473054;29
202136;520790720213619684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;24,81219512;25,81656442;23,6993865;23,75342466
202134;520790720213419684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;21,6813253;22,70180723;20,72048193;26,21212121
202131;520790720213119684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;17,6748503;18,61736527;16,75269461;33,4375
202130;520790720213019684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;18,23952096;19,31916168;17,18622754;34,2195122
202128;520790720212819684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;18,09820359;19,12814371;16,93952096;37,61538462
202127;520790720212719684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;16,98452381;18,00714286;15,93095238;37,02380952
202123;520790720212319684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;19,04761905;19,9047619;18,22916667;46,18309859
202120;520790720212019684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;19,0547619;19,98928571;18,11785714;45,91666667
202118;520790720211819684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;18,9797619;19,7922619;18,10059524;60,94382022
202115;520790720211519684;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;20,31130952;21,1297619;19,56904762;57,01176471
202051;520790720205119589;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;22,5952381;23,55595238;21,66428571;43,93181818
202040;520790720204019589;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;24,58562874;25,64251497;23,49401198;23,03658537
202038;520790720203819589;520790;Flores de Goias;A024;0;0;0;0;0;0;1;0;170050;0;0;0;0;22,58452381;23,5922619;21,67321429;28,93589744
