SE;id;Cod_cidade;cods_ride.local;cods_ride.Cod estacao;casos_est;casos_est_min;casos_est_max;casos;p_rt1;p_inc100k;nivel;Rt;pop;receptivo;transmissao;nivel_inc;Sum of historico_inmet.Sum of PRECIPITA?€O TOTAL, HORæRIO (mm);Sum of historico_inmet.Average of TEMPERATURA DO AR - BULBO SECO, HORARIA (›C);Sum of historico_inmet.Average of TEMPERATURA MæXIMA NA HORA ANT. (AUT) (›C);Sum of historico_inmet.Average of TEMPERATURA M™NIMA NA HORA ANT. (AUT) (›C);Sum of historico_inmet.Average of UMIDADE RELATIVA DO AR, HORARIA (%)
202236;520030820223619684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;24,21547619;25,09702381;23,31190476;31,36904762
202235;520030820223519684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,34821429;23,32202381;21,37083333;36,23809524
202234;520030820223419684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;21,31369048;22,15;20,48630952;39,85119048
202231;520030820223119684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,54702381;23,62678571;21,39642857;38,54761905
202230;520030820223019684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;20,26071429;21,29107143;19,20357143;45,86309524
202140;520030820214019684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;25,64702381;26,61845238;24,69464286;51,30357143
202137;520030820213719684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;26,10654762;27,14464286;25,08154762;25,61904762
202136;520030820213619684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;26,2547619;27,37202381;25,12142857;29,9047619
202135;520030820213519684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,88333333;23,77619048;21,98690476;42,39880952
202134;520030820213419684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;24,48690476;25,38869048;23,56785714;32,26785714
202133;520030820213319684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,10833333;23,00178571;21,13154762;36,91071429
202132;520030820213219684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;21,4202381;22,39107143;20,43452381;41,85714286
202131;520030820213119684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;19,67559524;20,60357143;18,78214286;49,78571429
202130;520030820213019684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;18,85654762;19,93452381;17,77738095;46,71428571
202129;520030820212919684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;19,33333333;20,4125;18,325;49,61309524
202128;520030820212819684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;19,82738095;20,92083333;18,7625;47,23809524
202127;520030820212719684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;18,42619048;19,5922619;17,27083333;48,58333333
202126;520030820212619684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;16,8827381;17,84047619;15,86964286;60,01190476
202125;520030820212519684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;20,55238095;21,6077381;19,46964286;53,38690476
202123;520030820212319684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;21;21,93869048;20,14107143;60,48809524
202122;520030820212219684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;20,86547619;21,90595238;19,8297619;58,75595238
202121;520030820212119684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;21,54642857;22,57261905;20,62083333;67,53571429
202120;520030820212019684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;19,97916667;21,13571429;19,01011905;61,73809524
202119;520030820211919684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;19,86666667;20,85535714;18,91845238;61,89880952
202115;520030820211519684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;21,91964286;22,86309524;21,01904762;63,43452381
202113;520030820211319684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,74761905;23,73333333;21,78988095;66,30357143
202112;520030820211219684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,26309524;23,17202381;21,38928571;61,50595238
202103;520030820210319684;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;23,125;23,97559524;22,25714286;65,20833333
202038;520030820203819589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;24,23809524;25,41190476;23,14821429;34,25595238
202037;520030820203719589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;24,08214286;25,07380952;23,12202381;33,01785714
202036;520030820203619589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;23,025;23,94285714;22,12678571;37,45238095
202035;520030820203519589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;21,10595238;22,0827381;20,09107143;44,3452381
202034;520030820203419589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;23,94107143;24,98035714;23,03333333;45,69047619
202032;520030820203219589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;17,55416667;18,46190476;16,69166667;56,125
201938;520030820193819589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;26,13630952;27,29107143;24,91428571;27,7202381
201934;520030820193419589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;23,23154762;24,40714286;22,0797619;39,58928571
201932;520030820193219589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;19,85059524;20,79404762;18,96071429;58,64880952
201931;520030820193119589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;21,32678571;22,33154762;20,24702381;45,82142857
201930;520030820193019589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;18,53154762;19,46488095;17,56785714;59,68452381
201839;520030820183919589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;26,0125;27,05535714;24,92857143;39,64285714
201837;520030820183719589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;23,80892857;24,77559524;22,80535714;36,22619048
201836;520030820183619589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,47440476;23,57261905;21,43214286;43,7797619
201835;520030820183519589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,21369048;23,03095238;21,41369048;47,4702381
201834;520030820183419589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,79464286;23,7172619;21,93511905;46,7797619
201831;520030820183119589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,10238095;23,31547619;20,8547619;44,75
201830;520030820183019589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;19,37797619;20,30297619;18,47261905;49,19642857
201829;520030820182919589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;19,57738095;20,45892857;18,68690476;54,85714286
201828;520030820182819589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;19,23928571;20,34166667;18,22261905;62,66071429
201827;520030820182719589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;19,5327381;20,54583333;18,52261905;52,2202381
201825;520030820182519589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;19,57559524;20,44940476;18,64940476;57,63095238
201824;520030820182419589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;20,97321429;22,00595238;19,99345238;60,66071429
201823;520030820182319589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;20,5422619;21,53571429;19,50297619;66,03571429
201819;520030820181919589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;20,81607143;21,70297619;19,95357143;63,44642857
201818;520030820181819589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;21,73214286;22,62559524;20,82380952;63,10714286
201807;520030820180719589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;23,67797619;24,46964286;22,84880952;62,47619048
201805;520030820180519589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,4625;23,04166667;21,88869048;79,38095238
201803;520030820180319589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,37321429;23,23928571;21,43333333;66,39285714
201742;520030820174219589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;28,06616541;29,08636364;27,03636364;28,06766917
201741;520030820174119589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;28,85121951;29,81544715;27,83414634;22,15447154
201738;520030820173819589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;23,03809524;23,88154762;22,14880952;37,8452381
201737;520030820173719589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;23,50952381;24,34702381;22,64583333;35,29761905
201736;520030820173619589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,50357143;23,35238095;21,68154762;33,83333333
201735;520030820173519589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;23,8672619;24,93690476;22,86369048;28,35119048
201734;520030820173419589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;21,99753086;22,7625;21,17375;48,24691358
201733;520030820173319589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;23,24076923;24,34615385;22,15076923;34,46153846
201732;520030820173219589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,9230303;23,90060606;22,03212121;39,53333333
201731;520030820173119589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;18,3369697;19,39393939;17,25515152;50,77575758
201730;520030820173019589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;17,85487805;18,78719512;16,94878049;50,59756098
201729;520030820172919589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;18,54417178;19,50736196;17,51288344;51,34355828
201728;520030820172819589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;17,84578313;18,63975904;17,00662651;59,13855422
201726;520030820172619589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;18,54573171;19,42682927;17,7097561;57,90853659
201725;520030820172519589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;18,82874251;19,75928144;17,87305389;58,67065868
201724;520030820172419589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;20,22335329;21,13173653;19,36347305;63,37724551
201722;520030820172219589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;21,49880952;22,3577381;20,61428571;67,4702381
201715;520030820171519589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,93915663;23,80843373;22,10481928;64,89759036
201639;520030820163919589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;23,97757576;24,98060606;22,95333333;57,20606061
201636;520030820163619589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;24,15149701;25,10718563;23,23413174;38,38323353
201632;520030820163219589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;22,67710843;23,83915663;21,49759036;42,6686747
201631;520030820163119589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;20,35421687;21,25481928;19,5060241;49,57831325
201630;520030820163019589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;21,19515152;22,08363636;20,37090909;46,09090909
201629;520030820162919589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;20,22439024;21,36341463;19,04756098;51,56707317
201627;520030820162719589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;20,5491018;21,5502994;19,58742515;54,88622754
201626;520030820162619589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;18,45393939;19,32606061;17,61818182;59,22424242
201541;520030820154119589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;27,76964286;28,73392857;26,90595238;26,21428571
201538;520030820153819589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;26,35240964;27,58915663;25,02108434;31,81325301
201535;520030820153519589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;24,4746988;25,6626506;23,32168675;35,42771084
201532;520030820153219589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;19,02909091;20,00363636;18,00666667;52,86060606
201531;520030820153119589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;21,21515152;22,17757576;20,21575758;40,73333333
201529;520030820152919589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;20,08982036;21,09041916;19,1251497;54,32335329
201442;520030820144219589;520030;Alexania;A046;0;0;0;0;0;0;1;0;280100;0;0;0;0;28,44108527;29,34263566;27,61472868;24,51162791
202242;310945120224219684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;24,53095238;25,38630952;23,69702381;43,85714286
202239;310945120223919684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;23,78630952;24,59464286;23,08511905;62,0297619
202236;310945120223619684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;22,16826347;23,06706587;21,33532934;41,49101796
202235;310945120223519684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;20,62261905;21,50952381;19,78690476;45,45833333
202234;310945120223419684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,52380952;20,38333333;18,70357143;50,125
202233;310945120223319684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;21,41011905;22,28928571;20,50654762;46,68452381
202232;310945120223219684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;21,02440476;21,94285714;20,19345238;47,18452381
202231;310945120223119684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;22,02738095;22,96607143;21,16309524;43,03571429
202230;310945120223019684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,96190476;20,79285714;19,05059524;50,73809524
202229;310945120222919684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,17083333;20,0327381;18,37797619;56,31547619
202228;310945120222819684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,04583333;19,91607143;18,23690476;56,9047619
202227;310945120222719684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;18,4125;19,20595238;17,63511905;61,22619048
202226;310945120222619684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,04761905;19,85238095;18,23452381;57,75
202225;310945120222519684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,3547619;20,14702381;18,59940476;59,66666667
202213;310945120221319684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;23,70416667;24,56488095;22,92678571;64,33333333
202203;310945120220319684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;23,43988095;24,33511905;22,57678571;66,5297619
202140;310945120214019684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;26,36687117;27,32883436;25,43742331;47,13496933
202138;310945120213819684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;26,14698795;27,15180723;25,26506024;38,14285714
202137;310945120213719684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;25,21077844;26,26706587;24,19401198;32,92413793
202136;310945120213619684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;26,30119048;27,39583333;25,26607143;36,2983871
202135;310945120213519684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;21,34702381;22,32440476;20,44880952;52,8
202134;310945120213419684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;22,5754491;23,41317365;21,73712575;42,4601227
202133;310945120213319684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;21,20479042;22,04371257;20,29461078;43,64071856
202132;310945120213219684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;20,33712575;21,25988024;19,4491018;49,63473054
202131;310945120213119684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;18,31488095;19,15059524;17,5422619;58,04166667
202129;310945120212919684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,37083333;20,2577381;18,48452381;51,49101796
202128;310945120212819684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,73154762;20,61666667;18,86845238;50,35928144
202113;310945120211319684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;23,50357143;24,44285714;22,67083333;67,71518987
202104;310945120210419684;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;23,03006135;23,81226994;22,23865031;66,28205128
202051;310945120205119589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;24,07195122;24,84756098;23,29939024;63,6516129
202041;310945120204119589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;28,06309524;29,05952381;27,09642857;36,78512397
202040;310945120204019589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;26,66904762;27,77797619;25,62738095;33,91472868
202038;310945120203819589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;24,04583333;25,13690476;23,09940476;39,03144654
202037;310945120203719589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;23,23869048;24,17916667;22,28392857;39,49700599
202036;310945120203619589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;21,78511905;22,67321429;20,89107143;45,00595238
202035;310945120203519589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,59940476;20,46428571;18,76369048;53,42261905
202034;310945120203419589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;22,84761905;23,77797619;21,99880952;53,7791411
202033;310945120203319589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;20,54642857;21,44404762;19,68571429;53,83333333
202032;310945120203219589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;16,76428571;17,60952381;15,93511905;62,13095238
202031;310945120203119589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,24642857;20,19285714;18,36666667;59,5952381
202030;310945120203019589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;18;18,88690476;17,19404762;63,91666667
202029;310945120202919589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,06369048;19,91488095;18,24880952;54,96428571
202027;310945120202719589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,54464286;20,39464286;18,73928571;65,35119048
202025;310945120202519589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;18,0375;18,73452381;17,43095238;76,61904762
202024;310945120202419589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;20,41011905;21,1702381;19,66964286;69,20833333
202023;310945120202319589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,61488095;20,30654762;18,85238095;75,375
202003;310945120200319589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;24,5702381;25,45416667;23,78095238;69,28846154
201942;310945120194219589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;25,95178571;26,90714286;25,0172619;36,42857143
201938;310945120193819589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;25,85535714;26,92321429;24,72857143;32,2781457
201937;310945120193719589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;24,7922619;25,81547619;23,82142857;37,87878788
201936;310945120193619589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;23,96547619;24,97916667;23,03214286;39,73809524
201935;310945120193519589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;21,42559524;22,33214286;20,54761905;50,53571429
201934;310945120193419589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;23,06011905;24,0125;22,11309524;42,4702381
201933;310945120193319589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;20,67295597;21,61383648;19,80943396;50,20125786
201932;310945120193219589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,84311377;20,70838323;19,0239521;62,02994012
201931;310945120193119589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;21,18630952;22,09345238;20,28392857;48,91666667
201930;310945120193019589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;17,95297619;18,85654762;17,0797619;64,875
201929;310945120192919589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,74404762;20,68869048;18,86130952;52,1547619
201927;310945120192719589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;20,26666667;21,1327381;19,42380952;59,91071429
201922;310945120192219589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;21,65059524;22,50119048;20,85238095;69,25
201844;310945120184419589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;22,6;23,26407186;22,0011976;78,85542169
201839;310945120183919589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;26,00297619;26,87559524;25,06964286;40,42168675
201837;310945120183719589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;23,01437126;23,94730539;22,11856287;39,74251497
201836;310945120183619589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;22,01904762;23,03869048;21,07202381;45,13690476
201835;310945120183519589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;21,41011905;22,26071429;20,56785714;51,01190476
201831;310945120183119589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;22,36547619;23,28214286;21,46607143;43,31547619
201830;310945120183019589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;18,73869048;19,61666667;17,85535714;53,57738095
201828;310945120182819589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;20,38928571;21,28869048;19,50535714;58,20238095
201827;310945120182719589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,64761905;20,59047619;18,75595238;53,85119048
201826;310945120182619589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;19,16848485;20,15939394;18,34242424;55,54545455
201825;310945120182519589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;18,34683544;19,19303797;17,52658228;64,76582278
201824;310945120182419589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;20,41666667;21,30185185;19,62901235;64,85185185
201823;310945120182319589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;20,64121212;21,38;19,85393939;66,59393939
201822;310945120182219589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;17,87098765;18,65246914;17,07530864;70,89506173
201821;310945120182119589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;18,79580838;19,50598802;18,12275449;73,01197605
201819;310945120181919589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;20,09464286;20,91666667;19,32142857;70,24404762
201818;310945120181819589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;20,86130952;21,65;20,08035714;70,95238095
201807;310945120180719589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;22,7502994;23,51197605;21,99221557;71,2754491
201743;310945120174319589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;25,51840491;26,42269939;24,72638037;46,12269939
201742;310945120174219589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;26,10843373;27,14819277;25,20120482;34,72891566
201741;310945120174119589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;25,81411043;26,88773006;24,86196319;31,69325153
201738;310945120173819589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;21,37839506;22,25123457;20,63765432;45,53703704
201737;310945120173719589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;21,46415094;22,47484277;20,66603774;43,86792453
201736;310945120173619589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;20,49266667;21,46466667;19,78733333;41,76666667
201735;310945120173519589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;22,70429448;23,70797546;21,80490798;34,01840491
201734;310945120173419589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;20,88385093;21,76832298;20,07639752;53,81987578
201733;310945120173319589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;22,47440476;23,43095238;21,53511905;37,10714286
201732;310945120173219589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;21,97380952;22,93869048;21,13035714;43,70238095
201731;310945120173119589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;18,61904762;19,55416667;17,73690476;49,66666667
201730;310945120173019589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;17,3172619;18,225;16,51309524;53,79761905
201729;310945120172919589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;18,42797619;19,32857143;17,55714286;51,82738095
201728;310945120172819589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;17,36369048;18,18690476;16,51428571;62,64285714
201727;310945120172719589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;15,89166667;16,75297619;15,10654762;62,61309524
201726;310945120172619589;310945;Cabeceira Grande;A047;0;0;0;0;0;0;1;0;69880;0;0;0;0;17,85892857;18,70178571;17,08630952;61,49404762
